1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.888,0,0,0,0,0.312,0,0,0,0,0,0,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,0.72,0,0,0,0,0,0,0,0,0,0.96,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.72,0,0,0,0,0,0,0,0,0,0.72,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,1.08,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0,0,0,0.6,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.72,0,0,0,0,0,0,0.36,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0,0,0,0,0,0,0,0,0.72,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.72,0,0.36,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.12,0,1.2,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.84,0.96,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.48,0,0,0,0,0,0,0,0,0,0.48,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.72,0,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.36,0.72,1.44,1.44,1.44,1.44,1.44,0.48,0.72,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.72,0.648,1.44,1.44,0.96,1.44,0.72,0.6,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.144,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44,1.44,1.44,1.44,1.44,1.44,0.36,0,0,0,0,0,0,0,0,0.36,0.216,0,0.072,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.08,0,0,0,0,0,0,0,0.6,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0.504,1.44,1.44,1.44,1.44,1.44,1.44,0.48,0,0,0,0,0
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0,0,0,0,0,1.32,1.44,1.44,0.24,0,0,0,0,0.84
1.44,1.44,1.44,1.44,1.44,1.44,0.48,0,0,0,0,0,0,0,0,0.24,0.84,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,0,0,0,0.12,1.44,1.44,1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0.12,1.2,1.44,1.44,1.44,1.44,1.44,1.44,1.44
