11.414,15.372,15.132,27.732,22.932,19.092,13.752,26.292,26.55,28.452,11.676,27.372,26.052,25.98,28.236,12.96,11.82,17.701,24.024,15.125,12.468,22.452,27.972,28.692,27.132,23.724,28.332,26.628,26.292,25.92,26.532,11.65,15.132,10.891,28.092,13.276,10.922,10.56,12.403,11.772,25.68,15.077,12.636,22.332,12.312,24.492,28.212,25.932,21.612,12.917,14.642,15.845,27.876,16.572,28.596,17.64,28.788,11.179,21.972,6.48,27.492,28.332,10.03,11.924,27.732,16.605,10.387,29.268,27.372,25.134,26.292,11.64,14.772,14.532,25.932,16.375,15.48,11.991,20.652,11.196,11.508,24.038,28.236,12.672,12.731,12.708,13.332,9.1969,24.012,15.24,24.84,13.418,13.479,27.372,13.692,15.852,12.81,15.396,21.492,25.692
11.414,16.056,16.572,29.172,24.372,20.532,13.752,27.732,27.972,29.892,11.676,28.812,27.492,27.42,29.676,12.96,13.26,17.712,24.024,15.125,12.468,23.892,29.412,30.075,28.572,25.164,29.772,28.068,27.732,25.92,27.972,11.659,16.098,10.922,29.532,13.651,10.922,10.582,12.435,13.212,26.231,15.077,12.636,23.772,12.312,25.932,29.652,27.372,23.052,12.917,14.7,16.431,29.316,18.012,30.036,17.64,30.058,11.179,23.412,6.48,28.932,29.772,10.03,11.924,29.172,16.911,10.426,30.705,28.812,26.532,27.732,11.64,16.212,15.954,27.372,16.375,15.99,11.991,22.092,11.196,11.508,24.038,29.676,12.672,12.982,12.708,14.028,9.1969,25.452,15.856,24.991,14.744,13.479,28.812,14.958,16.873,12.81,15.396,22.932,27.132
11.414,16.056,17.482,30.612,25.812,21.972,13.752,29.172,29.412,31.332,11.676,30.252,28.932,28.86,31.094,12.96,14.7,17.712,24.024,15.125,12.468,25.332,30.852,30.446,30.012,26.604,30.471,29.508,29.172,26.652,29.412,12.526,16.124,10.922,30.972,13.651,10.922,11.532,12.435,14.652,27.66,15.077,12.636,25.212,12.312,27.372,31.087,28.812,24.492,12.917,14.7,16.431,30.756,19.452,31.454,17.64,30.248,11.179,24.852,6.48,30.372,30.48,10.03,11.924,30.612,16.911,10.426,31.339,30.252,27.972,29.172,11.992,17.652,16.467,28.812,16.375,16.814,11.991,23.532,11.196,11.508,24.038,30.45,12.672,12.982,12.708,14.028,9.1969,26.892,17.257,26.22,15.005,13.479,30.252,15.144,16.913,12.81,15.396,24.372,28.572
11.414,16.056,17.496,31.951,27.252,23.412,13.752,30.612,30.852,32.772,11.676,31.692,30.372,30.3,31.585,12.96,16.14,17.712,24.024,15.377,12.468,26.772,31.597,30.446,31.452,28.044,30.471,30.948,30.612,28.092,30.777,13.966,16.124,10.922,32.341,13.651,10.922,12.972,12.435,15.763,29.1,15.077,12.636,26.652,12.312,28.812,31.696,30.252,25.932,12.917,14.7,16.431,32.196,20.892,31.944,17.826,30.248,11.179,26.292,6.48,31.812,30.48,10.03,11.924,31.97,16.911,10.426,31.339,31.692,29.412,30.612,12.31,19.092,16.467,30.25,16.375,16.819,11.991,24.815,11.196,11.508,24.038,30.451,12.672,12.982,12.708,14.028,9.1969,28.332,17.695,27.66,15.005,13.479,31.692,15.144,16.913,12.81,15.396,25.812,30.012
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.198,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.024,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.0084,-0,-0,-0,-0,-0
-0,-0.022,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1.452,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.024,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.876,-0,-0,-0,-0,-0
-0,-0.972,-0.022,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2.892,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.2244,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.024,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2.316,-0.048,-0,-0,-0,-0
-0,-2.412,-0.972,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.3784,-0,-0,-0,-4.332,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.49,-0,-0,-0,-0.5512,-0,-0,-0,-0,-0,-0.312,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1.524,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.0112,-0.3052,-0.6612,-0,-0,-0,-0,-0,-0,-0.328,-0,-0,-0,-0,-0,-0.1624,-0,-0,-0,-0,-0,-0,-0,-3.756,-1.092,-0.018,-0,-0,-0
-0,-3.852,-2.412,-0,-0,-0,-0,-0,-0,-0.2112,-0,-0,-1.764,-0,-0,-0,-5.772,-0,-0,-0,-0,-0,-0,-0,-0.1512,-0,-0,-0,-1.908,-0,-0,-0,-1.98,-0,-0,-0.174,-0,-0.4512,-1.668,-0,-0,-0,-0,-0,-0,-0.4324,-0,-0,-0,-0.1104,-2.964,-0.13,-0,-0,-0,-0,-0,-0,-0,-0.4752,-0,-0,-0,-0,-0,-0.006,-0.048,-0,-0,-0,-0,-0.9,-1.644,-2.1,-0,-0,-0,-0,-0,-0,-1.692,-0,-0,-0,-0.0004,-0.51,-1.404,-0.0144,-0,-0,-0,-0,-0,-0,-5.196,-2.532,-0.948,-0,-0,-0
-0,-5.292,-3.852,-0,-0,-0,-0,-0,-0,-1.5,-0,-0,-3.204,-0,-0,-0,-7.212,-0,-0,-0,-0.4324,-0,-0,-0,-1.38,-0,-0,-0,-3.348,-0.708,-0,-0,-3.42,-0.2664,-0,-1.428,-0.2664,-1.86,-3.108,-0,-0,-0,-0,-0,-0.238,-1.836,-0,-0,-0,-1.284,-4.404,-1.332,-0,-0,-0,-0,-0,-0.0084,-0,-0.648,-0,-0,-0,-0,-0,-0.852,-1.092,-0,-0.594,-0,-0,-2.34,-3.084,-3.54,-0,-0,-0,-0,-0,-0.0612,-3.048,-0,-0,-0.076,-0.756,-1.932,-2.844,-0.738,-0.084,-0,-0,-0,-0.1012,-0.2664,-6.6216,-3.972,-2.388,-0.0004,-0,-0.2664
-0,-6.546,-5.292,-0,-0,-0,-0.238,-0,-0,-2.94,-0.1512,-0.022,-4.644,-0,-0,-0,-8.238,-0,-0.3784,-0,-1.508,-0,-0,-0,-2.82,-0,-0,-0,-4.788,-2.148,-0,-0,-4.86,-1.41,-0,-2.868,-1.41,-3.3,-3.816,-0.076,-0,-0,-0,-0.186,-1.548,-3.276,-0,-0,-0.12,-2.6928,-5.516,-2.772,-0,-0.2812,-0,-0.0264,-0,-0.854,-0,-0.648,-0,-0,-0.4984,-0,-0,-2.292,-1.8,-0,-2.028,-0,-0,-3.78,-4.524,-4.98,-0,-0.6384,-0,-0.0024,-0,-0.954,-3.36,-0.12,-0,-1.188,-2.196,-3.186,-4.284,-0.912,-1.212,-0.5724,-0,-0,-1.26,-1.596,-7.152,-5.412,-3.5,-0.75,-0,-1.268
-0.114,-6.72,-6.546,-0.238,-0.0264,-0,-1.548,-0,-0,-4.25,-1.052,-0.972,-5.67,-0,-0,-0.2244,-8.28,-0,-1.764,-0.0084,-1.584,-0.414,-0,-0,-4.176,-0.12,-0,-0,-6.228,-3.402,-0,-0.004,-5.79,-1.584,-0,-3.576,-1.584,-4.412,-3.816,-0.456,-0,-0.2964,-0.4512,-1.452,-2.256,-4.716,-0,-0,-1.308,-3.144,-5.592,-4.212,-0,-1.62,-0.004,-0.996,-0,-1.344,-0.328,-0.648,-0,-0,-0.672,-0.182,-0,-3.732,-1.8,-0,-3.468,-0,-0,-4.488,-5.55,-6.006,-0,-1.566,-0,-0.674,-0,-1.128,-3.36,-1.308,-0,-2.214,-2.904,-3.36,-5.472,-0.912,-2.652,-1.982,-0,-0.004,-2.514,-3.036,-7.152,-6.438,-3.576,-1.344,-0.12,-1.344
-0.24,-6.72,-6.72,-1.548,-0.996,-0.708,-2.256,-0,-0,-4.488,-1.128,-2.412,-5.712,-0,-0,-1.524,-8.28,-0,-3.204,-0.876,-1.584,-1.812,-0,-0,-4.488,-1.308,-0,-0,-7.668,-3.576,-0.12,-0.096,-5.808,-1.584,-0,-3.576,-1.584,-4.488,-3.816,-0.456,-0,-0.912,-1.128,-2.892,-2.256,-6.156,-0,-0,-2.748,-3.144,-5.592,-4.92,-0,-3.06,-0.828,-2.436,-0,-1.344,-1.692,-0.648,-0,-0.616,-0.672,-0.24,-0,-4.844,-1.8,-0,-4.886,-0,-0,-4.488,-5.592,-6.048,-0,-1.584,-0,-0.912,-0,-1.128,-3.36,-2.016,-0,-2.256,-2.904,-3.36,-5.592,-0.912,-4.092,-2.472,-0,-0.414,-2.688,-3.744,-7.152,-6.48,-3.576,-1.344,-1.308,-1.344
