0,0,0,0,0,0,0,0.114,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
0,0.022,0.972,2.412,3.852,5.292,6.546,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
0,0,0.022,0.972,2.412,3.852,5.292,6.546,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
0,0,0,0,0,0,0,0.238,1.548,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256
0,0,0,0,0,0,0,0.0264,0.996,2.436,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144,3.144
0,0,0,0,0,0,0,0,0.708,2.148,3.402,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576,3.576
0,0,0,0,0,0,0.238,1.548,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256
0,0,0,0,0,0,0,0,0,0.2812,1.62,3.06,4.314,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,1.428,2.252,2.256,2.256,2.256,2.256,2.256
0,0,0,0,0.2112,1.5,2.94,4.25,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488,4.488
0,0,0,0,0,0,0.1512,1.052,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128
0,0,0,0,0,0,0.022,0.972,2.412,3.852,5.292,6.546,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
0,0,0,0.3784,1.764,3.204,4.644,5.67,5.712,5.712,6.0904,7.476,8.916,10.356,11.468,11.544,11.544,11.544,11.544,11.544,11.544,11.544,11.544,11.544
0,0,0,0,0,0,0,0,0,0.0144,0.738,0.912,0.912,0.912,1.388,1.59,2.25,2.424,2.424,2.424,2.424,2.424,2.424,2.424
